ocean_proximity
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
NEAR BAY
