longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.1581307778504362,0.776318207002472,0.7437684224456076,-0.4894487916301084,-0.4431257934320996,-0.6318039812104258,-0.41990864751567,-0.6140045934043841,0.0360614739106181,-0.002811150082959897,-0.6100705812336471,1.0,0.0,0.0,0.0,0.0
-1.1780960065304873,0.6639534303105886,-1.1632254634175927,-0.8969548979384041,-1.02255019250736,-0.9885574473197858,-1.0110357395907883,1.3426474527372128,-0.15870527399130713,-0.03940422639312357,-0.4547025361352757,1.0,0.0,0.0,0.0,0.0
1.1827922848851955,-1.339885087361313,0.18756187240217415,-0.3134281562843429,-0.15699028771592158,-0.4322339729413283,-0.09818903545708796,-0.5308895180557996,0.06990376245169737,-0.08734388311624199,1.3669721316913774,0.0,0.0,0.0,0.0,1.0
-0.020112743087697168,0.3174953688439533,-0.2891865990636259,-0.3615587987617007,-0.3954365424794032,0.03048586924011886,-0.3832901550862379,-1.045792410430627,0.060880257086749275,-0.11108076377300563,-0.43270183400345297,0.0,1.0,0.0,0.0,0.0
0.4890005882535259,-0.6563326958190308,-0.9248512276846926,1.813487854143657,2.3562332374911747,2.678762217908363,2.5200331732473082,-0.44003668711744826,0.15032778476816894,-0.22195458496902087,0.6884804369179487,1.0,0.0,0.0,0.0,0.0
-0.6989305182093304,0.9495472377357896,-0.3686446776412592,0.13487439936190365,0.121991830357352,0.019889231632910148,0.18429647756995973,-0.17432110740899084,0.10577201592761114,-0.1651621519203448,-1.0145264469818334,0.0,1.0,0.0,0.0,0.0
0.5339223527836358,-0.7452881440334367,1.8561815225324745,-0.18462138927350927,-0.5241975200516834,-0.5797038463083163,-0.5820762568460123,2.3756641428676564,0.08324056403984285,-0.012400642602701722,0.7924359377416305,1.0,0.0,0.0,0.0,0.0
1.1628270562051517,-0.6937876213829908,-0.20972852048599253,-0.27263170694639205,-0.581424621194919,-0.4322339729413283,-0.3257468098399875,1.1208317924972286,0.07487358813536454,-0.11914195932329608,0.4901082179466583,0.0,1.0,0.0,0.0,0.0
0.6537137248639214,-0.7686974725109109,1.4588911296443077,-0.3533078314798679,-0.17129706300173048,0.43315809831405,-0.160963593907543,-1.0772171729278437,0.06346004006637652,0.0069680039646098785,0.7804064879671759,1.0,0.0,0.0,0.0,0.0
0.6437311105238994,-0.754651875424425,0.028645715246907483,-0.9721303776173248,-0.7340302242435472,1.116641223979012,-0.7390126529721499,-1.7742994673175232,-0.25451756814734283,0.3217780279252602,0.7650074714034157,1.0,0.0,0.0,0.0,0.0
