longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.5888267316537675,-0.7078332184694767,0.028645715246907483,1.747021728817782,1.1330039505545142,0.6698163382083779,1.2043830523898542,2.321815680498053,0.14961327662150653,-0.20253212237839305,0.7216404406256451,1.0,0.0,0.0,0.0,0.0
0.8533660116644047,-0.8716985178118026,0.8232265010232409,0.6982321098825959,0.2817508210488847,0.2150439742323373,0.3961606123402455,0.3897454837470772,0.13053580581540394,-0.15315926998857554,0.8473367110990914,1.0,0.0,0.0,0.0,0.0
0.2594004584329765,-0.6656964272100191,-0.1302704419083592,0.7889927499827563,0.92794017145792,0.6044704062972576,0.9846720978132616,-0.4520381039505562,0.13247644839104908,-0.1853422431991752,0.7848602828945092,1.0,0.0,0.0,0.0,0.0
0.7086181037340533,-0.6703782929055133,1.8561815225324745,-0.38952041010568944,-0.5504266080756663,-0.3598236159587355,-0.464373959751409,0.14798009991170735,0.05821351953143202,0.04657799193038612,0.6268193421135079,0.0,1.0,0.0,0.0,0.0
0.9432095407246172,-0.7312425469469508,0.2670199509798075,-0.3945626678890317,-0.5313509076945878,-0.3165540123959665,-0.5166860917934549,0.0878151023667852,0.057935865094010525,-0.06561735097169888,0.622959861381725,0.0,1.0,0.0,0.0,0.0
-1.1132090133203263,1.4270975386762916,-1.4015996991504929,0.5570488919490131,0.8468684448383362,0.3722274320725999,0.6472588461420656,-0.2303277192968273,0.12424431828623635,-0.2191462797660485,-1.4841465441772592,0.0,1.0,0.0,0.0,0.0
0.12463516484265424,0.26131298049800994,-1.4015996991504929,-0.6210058810682196,-0.5861935462901886,-0.4984629579863828,-0.4879144191703297,-1.4604203068972517,0.006589282072196664,-0.1611557355312022,-0.4125821724265724,0.0,1.0,0.0,0.0,0.0
-1.3428091431408828,0.8559099238258896,-0.20972852048599253,1.1144475705439372,0.5082747630741923,0.5038023490287747,0.5975623207021221,1.6472623615670152,0.1385873262507558,-0.1961262986599519,-0.6449659361908957,0.0,0.0,0.0,0.0,1.0
1.1628270562051517,-0.7031513527739791,-0.20972852048599253,0.5217530874656174,0.42720303645460855,0.43050893891224784,0.3150768076750744,-0.2722800404195769,0.12532101018041944,-0.17833641544100912,0.5029202263706234,0.0,1.0,0.0,0.0,0.0
1.7068795377364554,-0.698469487078485,-0.8453931491070593,0.3099782605652433,0.4009739484306256,-0.15407223575209958,0.032591294648026715,-0.4509853480880027,0.11766271767714112,-0.1930546486295389,0.29127610563779155,0.0,1.0,0.0,0.0,0.0
0.3642179090032257,-0.6891057556874967,-0.8453931491070593,1.5765017383265718,1.2379203026504462,1.011557901040859,1.3560882353117871,0.7102570061014345,0.1473209881486702,-0.2180679378124183,0.7783223468635386,1.0,0.0,0.0,0.0,0.0
-1.3478004503108902,2.2604696324744205,-1.1632254634175927,-0.0012665607883368586,-0.01630699740546739,-0.08960935697491322,0.035206901250129014,-0.838978521232028,0.09592086242278504,-0.1942452330575904,-2.4858252177695075,0.0,1.0,0.0,0.0,0.0
-0.8137305831196086,1.0197752231682191,-0.20972852048599253,-1.0271368261628766,-1.103621919126944,-1.0883424514543345,-1.1182756102769824,1.8429170386225493,-0.4020994032864991,0.4180346615668815,-1.0631067854798664,0.0,1.0,0.0,0.0,0.0
1.2376966637553275,-1.3258394902748305,0.5848522652903408,-0.21670848425841446,-0.4049743926699425,-0.4507780887539435,-0.3649809088715219,0.4464363869455731,0.08120270702372015,-0.07962883447761629,1.3280014232349728,0.0,0.0,0.0,0.0,1.0
-1.1431568563403995,0.8231368639574237,-0.9248512276846926,-0.3936458937466058,-0.4979684320277004,-0.16820108589504454,-0.44606471353669297,0.8168485371849582,0.05357975840609292,-0.15124234238177794,-0.6773584511961185,1.0,0.0,0.0,0.0,0.0
